id,short_name,name,lat centre,lon centre,lwl_data,lwe_data,lswt_data,lic_data,lwlr_data
300016145,HYLA00016145,None,-14.1958,29.1153,False,False,True,True,True
300016205,HYLA00016205,None,-17.0292,123.9625,False,False,True,True,True
300016223,HYLA00016223,Manyame,-17.8236,30.5319,False,False,True,True,True
300016225,HYLA00016225,Chivero,-17.8958,30.7875,False,False,True,True,True
300016238,HYLA00016238,None,-19.0208,30.2375,False,False,True,True,True
300016239,HYLA00016239,None,-19.0708,46.7875,False,False,True,True,True
300016252,HYLA00016252,None,-20.2375,118.9458,False,False,True,True,True
300016266,HYLA00016266,None,-21.0542,25.5375,False,False,True,True,True
300016302,HYLA00016302,None,-24.1458,113.6625,False,False,True,True,True
300016306,HYLA00016306,None,-24.3458,35.0042,False,False,True,True,True
300016309,HYLA00016309,None,-24.5042,17.8375,False,False,True,True,True
300016311,HYLA00016311,None,-24.5042,33.3847,False,False,True,True,True
300016320,HYLA00016320,None,-24.7625,34.7125,False,False,True,True,True
300016372,HYLA00016372,None,-26.9792,32.8375,False,False,True,True,True
300016389,HYLA00016389,Sibayi,-27.3514,32.6875,False,False,True,True,True
300016455,HYLA00016455,None,-29.4458,30.4042,False,False,True,True,True
300016482,HYLA00016482,None,-30.1042,142.1292,False,False,True,True,True
300016504,HYLA00016504,None,-30.8625,136.0625,False,False,True,True,True
300016505,HYLA00016505,None,-30.8125,143.5958,False,False,True,True,True
300016506,HYLA00016506,None,-30.7792,119.0875,False,False,True,True,True
300016507,HYLA00016507,None,-30.9375,119.4375,False,False,True,True,True
300016509,HYLA00016509,None,-30.8958,119.6625,False,False,True,True,True
300016510,HYLA00016510,None,-30.8875,118.9625,False,False,True,True,True
300016514,HYLA00016514,None,-31.0458,136.2542,False,False,True,True,True
300016517,HYLA00016517,None,-31.1792,136.3875,False,False,True,True,True
300016537,HYLA00016537,None,-31.7875,137.1458,False,False,True,True,True
300016597,HYLA00016597,None,-33.3458,117.6708,False,False,True,True,True
300016602,HYLA00016602,None,-33.4764,145.9681,False,False,True,True,True
300016632,HYLA00016632,None,-36.5514,145.0875,False,False,True,True,True
300016649,HYLA00016649,None,-38.0625,176.2514,False,False,True,True,True
300016658,HYLA00016658,None,-38.7708,177.1042,False,False,True,True,True
300016665,HYLA00016665,None,-42.0042,146.9097,False,False,True,True,True
300016679,HYLA00016679,None,-44.2014,169.8486,False,False,True,True,True
300016680,HYLA00016680,None,-44.4042,170.2319,False,False,True,True,True
300016688,HYLA00016688,None,-46.1042,167.1292,False,False,True,True,True
300016781,HYLA00016781,None,81.5375,-51.0292,False,False,True,True,True
300118181,HYLA00118181,None,-3.4347,-61.0014,False,False,True,True,True
300134644,HYLA00134644,Rihpojávri,69.2125,20.6042,False,False,False,True,True
300136326,HYLA00136326,None,68.8208,59.0292,False,False,True,True,True
300140744,HYLA00140744,None,67.4625,49.8458,False,False,True,True,True
300164228,HYLA00164228,None,53.3792,58.6542,False,False,True,True,True
300165102,HYLA00165102,Großer Müggelsee,52.4375,13.6458,False,False,True,True,True
